Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
SEPTIN6	Septin 6	Protein Coding	Q14141	46	GC0XM119616	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN6	False	True	False	False
SEPTIN7	Septin 7	Protein Coding	Q16181	50	GC07P037129	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN7	False	True	False	False
SEPTIN8	Septin 8	Protein Coding	Q92599	47	GC05M132751	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN8	False	True	False	False
SEPTIN9	Septin 9	Protein Coding	Q9UHD8	52	GC17P155653	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN9	True	False	False	False
SERAC1	Serine Active Site Containing 1	Protein Coding	Q96JX3	49	GC06M158109	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERAC1	True	True	True	False
SERBP1	SERPINE1 MRNA Binding Protein 1	Protein Coding	Q8NC51	41	GC01M067407	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1	False	True	False	False
SERF1A	Small EDRK-Rich Factor 1A	Protein Coding	O75920	40	GC05P070900	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERF1A	False	True	False	False
SERF1B	Small EDRK-Rich Factor 1B	Protein Coding	O75920	30	GC05P070025	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERF1B	False	True	False	False
SERF2	Small EDRK-Rich Factor 2	Protein Coding	P84101	40	GC15P043777	0.351634621620178	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERF2	False	True	False	False
SERINC2	Serine Incorporator 2	Protein Coding	Q96SA4	45	GC01P031409	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERINC2	True	False	False	False
SERPINA1	Serpin Family A Member 1	Protein Coding	P01009	62	GC14M094376	4.91564035415649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1	True	True	False	True
SERPINA3	Serpin Family A Member 3	Protein Coding	P01011	56	GC14P094612	5.9662389755249	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA3	False	True	False	True
SERPINA6	Serpin Family A Member 6	Protein Coding	P08185	58	GC14M124249	2.79092741012573	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA6	True	False	False	True
SERPINA7	Serpin Family A Member 7	Protein Coding	P05543	54	GC0XM106032	1.90793859958649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7	True	False	False	True
SERPIND1	Serpin Family D Member 1	Protein Coding	P05546	59	GC22P091588	2.80996251106262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPIND1	True	False	False	False
SERPINE1	Serpin Family E Member 1	Protein Coding	P05121	63	GC07P101127	1.47381222248077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1	True	True	False	False
SERPINF1	Serpin Family F Member 1	Protein Coding	P36955	58	GC17P153476	4.77312517166138	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1	False	True	False	False
SERPINF2	Serpin Family F Member 2	Protein Coding	P08697	57	GC17P001742	0.465645283460617	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF2	False	False	False	True
SERPINH1	Serpin Family H Member 1	Protein Coding	P50454	60	GC11P075562	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1	True	False	False	True
SERPINI1	Serpin Family I Member 1	Protein Coding	Q99574	58	GC03P167735	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINI1	False	True	False	False
SESN2	Sestrin 2	Protein Coding	P58004	51	GC01P076543	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN2	False	True	False	False
SESN3	Sestrin 3	Protein Coding	P58005	48	GC11M140326	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN3	False	True	False	False
SET	SET Nuclear Proto-Oncogene	Protein Coding	Q01105	56	GC09P152894	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SET	True	True	False	False
SETBP1	SET Binding Protein 1	Protein Coding	Q9Y6X0	54	GC18P044680	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETBP1	True	True	False	False
SETD1A	SET Domain Containing 1A, Histone Lysine Methyltransferase	Protein Coding	O15047	54	GC16P121072	2.80996251106262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1A	True	False	True	True
SETD1B	SET Domain Containing 1B, Histone Lysine Methyltransferase	Protein Coding	Q9UPS6	51	GC12P138922	4.99890279769897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1B	True	False	True	False
SETD2	SET Domain Containing 2, Histone Lysine Methyltransferase	Protein Coding	Q9BYW2	60	GC03M047033	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2	True	True	True	False
SETD5	SET Domain Containing 5	Protein Coding	Q9C0A6	49	GC03P026945	10.8632097244263	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD5	True	False	True	True
SETDB1	SET Domain Bifurcated Histone Lysine Methyltransferase 1	Protein Coding	Q15047	55	GC01P150926	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1	False	True	False	False
SETX	Senataxin	Protein Coding	Q7Z333	54	GC09M132261	15.6196966171265	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX	True	True	False	False
SEZ6	Seizure Related 6 Homolog	Protein Coding	Q53EL9	46	GC17M028954	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEZ6	True	False	False	False
SEZ6L2	Seizure Related 6 Homolog Like 2	Protein Coding	Q6UXD5	50	GC16M051052	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEZ6L2	True	False	False	True
SF1	Splicing Factor 1	Protein Coding	Q15637	50	GC11M064764	1.13133585453033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF1	True	True	False	False
SF3A1	Splicing Factor 3a Subunit 1	Protein Coding	Q15459	50	GC22M030331	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A1	True	True	False	False
SF3B2	Splicing Factor 3b Subunit 2	Protein Coding	Q13435	51	GC11P066050	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2	False	True	False	False
SF3B3	Splicing Factor 3b Subunit 3	Protein Coding	Q15393	53	GC16P070523	1.78371369838715	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B3	False	True	False	False
SF3B4	Splicing Factor 3b Subunit 4	Protein Coding	Q15427	54	GC01M149923	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B4	True	False	False	False
SFMBT1	Scm Like With Four Mbt Domains 1	Protein Coding	Q9UHJ3	44	GC03M054916	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFMBT1	False	True	False	False
SFN	Stratifin	Protein Coding	P31947	58	GC01P076458	1.13133585453033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN	True	True	False	False
SFPQ	Splicing Factor Proline And Glutamine Rich	Protein Coding	P23246	55	GC01M035176	4.86991405487061	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFPQ	False	True	False	False
SFR1	SWI5 Dependent Homologous Recombination Repair Protein 1	Protein Coding	Q86XK3	37	GC10P104120	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFR1	False	True	False	False
SFRP1	Secreted Frizzled Related Protein 1	Protein Coding	Q8N474	55	GC08M041262	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP1	False	True	False	False
SFRP2	Secreted Frizzled Related Protein 2	Protein Coding	Q96HF1	52	GC04M153780	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP2	False	True	False	False
SFRP4	Secreted Frizzled Related Protein 4	Protein Coding	Q6FHJ7	55	GC07M037912	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP4	False	True	False	False
SFRP5	Secreted Frizzled Related Protein 5	Protein Coding	Q5T4F7	48	GC10M097766	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP5	False	True	False	False
SFTA2	Surfactant Associated 2	Protein Coding	Q6UW10	38	GC06M106415	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA2	True	False	False	False
SFTA3	Surfactant Associated 3	RNA Gene	P0C7M3	42	GC14M036560	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3	True	False	False	True
SFXN1	Sideroflexin 1	Protein Coding	Q9H9B4	48	GC05P175477	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN1	False	True	False	False
SFXN2	Sideroflexin 2	Protein Coding	Q96NB2	47	GC10P102714	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN2	True	True	False	False
SFXN4	Sideroflexin 4	Protein Coding	Q6P4A7	51	GC10M119140	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN4	True	True	False	False
SFXN5	Sideroflexin 5	Protein Coding	Q8TD22	47	GC02M072943	1.28906965255737	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN5	False	True	False	False
SGCA	Sarcoglycan Alpha	Protein Coding	Q16586	54	GC17P050164	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCA	True	False	False	False
SGCB	Sarcoglycan Beta	Protein Coding	Q16585	51	GC04M052019	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCB	True	True	False	False
SGCD	Sarcoglycan Delta	Protein Coding	Q92629	57	GC05P159537	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCD	True	False	False	True
SGCE	Sarcoglycan Epsilon	Protein Coding	O43556	55	GC07M094524	14.3993396759033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCE	True	True	True	True
SGCG	Sarcoglycan Gamma	Protein Coding	Q13326	55	GC13P023160	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCG	True	False	False	False
SGCZ	Sarcoglycan Zeta	Protein Coding	Q96LD1	45	GC08M014095	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCZ	True	True	False	False
SGF29	SAGA Complex Associated Factor 29	Protein Coding	Q96ES7	43	GC16P120855	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGF29	True	False	False	False
SGIP1	SH3GL Interacting Endocytic Adaptor 1	Protein Coding	Q9BQI5	44	GC01P066533	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGIP1	True	False	False	False
SGK1	Serum/Glucocorticoid Regulated Kinase 1	Protein Coding	O00141	62	GC06M134169	4.44679737091064	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1	False	True	False	False
SGMS1	Sphingomyelin Synthase 1	Protein Coding	Q86VZ5	50	GC10M050305	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS1	True	False	False	False
SGMS1-AS1	SGMS1 Antisense RNA 1	RNA Gene		15	GC10P052972	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS1-AS1	True	False	False	False
SGMS2	Sphingomyelin Synthase 2	Protein Coding	Q8NHU3	48	GC04P107824	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS2	True	False	False	False
SGO1	Shugoshin 1	Protein Coding	Q5FBB7	53	GC03M028780	2.97648334503174	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGO1	True	False	False	False
SGO1-AS1	SGO1 Antisense RNA 1	RNA Gene		24	GC03P027244	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGO1-AS1	True	False	False	False
SGO2	Shugoshin 2	Protein Coding	Q562F6	47	GC02P200511	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGO2	True	False	False	False
SGPL1	Sphingosine-1-Phosphate Lyase 1	Protein Coding	O95470	60	GC10P070815	5.1591534614563	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1	True	False	False	False
SGSH	N-Sulfoglucosamine Sulfohydrolase	Protein Coding	P51688	60	GC17M098179	3.53178644180298	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSH	True	False	False	False
SGSM2	Small G Protein Signaling Modulator 2	Protein Coding	O43147	47	GC17P002337	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSM2	True	False	False	False
SGTA	Small Glutamine Rich Tetratricopeptide Repeat Co-Chaperone Alpha	Protein Coding	O43765	51	GC19M002754	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGTA	False	True	False	False
SH2B1	SH2B Adaptor Protein 1	Protein Coding	Q9NRF2	54	GC16P120910	10.8051376342773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B1	True	False	False	True
SH2B3	SH2B Adaptor Protein 3	Protein Coding	Q9UQQ2	59	GC12P111405	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B3	True	False	False	False
SH2D1A	SH2 Domain Containing 1A	Protein Coding	O60880	60	GC0XP124227	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A	True	False	False	False
SH3BP1	SH3 Domain Binding Protein 1	Protein Coding	Q9Y3L3	47	GC22P037634	3.07247447967529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP1	True	False	False	False
SH3D19	SH3 Domain Containing 19	Protein Coding	Q5HYK7	41	GC04M151102	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3D19	True	False	False	False
SH3GL1	SH3 Domain Containing GRB2 Like 1, Endophilin A2	Protein Coding	Q99961	56	GC19M004360	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL1	False	True	False	False
SH3GL2	SH3 Domain Containing GRB2 Like 2, Endophilin A1	Protein Coding	Q99962	53	GC09P017569	5.40382099151611	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL2	False	True	False	False
SH3GL3	SH3 Domain Containing GRB2 Like 3, Endophilin A3	Protein Coding	Q99963	53	GC15P083447	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL3	False	True	False	False
SH3GLB1	SH3 Domain Containing GRB2 Like, Endophilin B1	Protein Coding	Q9Y371	48	GC01P086704	1.5999504327774	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GLB1	False	True	False	False
SH3KBP1	SH3 Domain Containing Kinase Binding Protein 1	Protein Coding	Q96B97	51	GC0XM019552	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3KBP1	True	True	False	False
SH3PXD2B	SH3 And PX Domains 2B	Protein Coding	A1X283	50	GC05M172325	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3PXD2B	True	False	False	False
SH3TC2	SH3 Domain And Tetratricopeptide Repeats 2	Protein Coding	Q8TF17	50	GC05M148923	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3TC2	True	False	False	True
SHANK1	SH3 And Multiple Ankyrin Repeat Domains 1	Protein Coding	Q9Y566	51	GC19M050659	10.5867156982422	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK1	True	False	False	True
SHANK2	SH3 And Multiple Ankyrin Repeat Domains 2	Protein Coding	Q9UPX8	53	GC11M070467	12.5585041046143	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK2	True	False	False	True
SHANK3	SH3 And Multiple Ankyrin Repeat Domains 3	Protein Coding	Q9BYB0	52	GC22P092484	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK3	True	True	False	True
SHARPIN	SHANK Associated RH Domain Interactor	Protein Coding	Q9H0F6	51	GC08M144098	2.97648334503174	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN	True	False	False	False
SHBG	Sex Hormone Binding Globulin	Protein Coding	P04278	55	GC17P007613	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG	True	False	True	False
SHC1	SHC Adaptor Protein 1	Protein Coding	P29353	57	GC01M154962	1.13133585453033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1	False	True	False	False
SHC3	SHC Adaptor Protein 3	Protein Coding	Q92529	50	GC09M089005	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC3	True	False	False	False
SHH	Sonic Hedgehog Signaling Molecule	Protein Coding	Q15465	63	GC07M155799	4.91564035415649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH	True	True	False	True
SHISA2	Shisa Family Member 2	Protein Coding	Q6UWI4	41	GC13M026044	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA2	False	True	False	False
SHISA6	Shisa Family Member 6	Protein Coding	Q6ZSJ9	44	GC17P011241	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA6	False	True	False	False
SHISA9	Shisa Family Member 9	Protein Coding	B4DS77	43	GC16P012901	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA9	True	False	False	False
SHMT1	Serine Hydroxymethyltransferase 1	Protein Coding	P34896	57	GC17M096499	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT1	True	True	False	False
SHMT2	Serine Hydroxymethyltransferase 2	Protein Coding	P34897	58	GC12P057229	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT2	True	True	False	True
SHOC1	Shortage In Chiasmata 1	Protein Coding	Q5VXU9	41	GC09M122293	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOC1	True	False	False	False
SHOC2	SHOC2 Leucine Rich Repeat Scaffold Protein	Protein Coding	Q9UQ13	53	GC10P110919	15.772762298584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOC2	True	False	False	True
SHOX	SHOX Homeobox	Protein Coding	O15266	50	GC0XP000624	4.40768432617188	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX	True	False	True	False
SHOX2	SHOX Homeobox 2	Protein Coding	O60902	50	GC03M158095	1.90793859958649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX2	True	False	False	False
SHPK	Sedoheptulokinase	Protein Coding	Q9UHJ6	49	GC17M003608	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHPK	True	False	False	False
SHQ1	SHQ1, H/ACA Ribonucleoprotein Assembly Factor	Protein Coding	Q6PI26	48	GC03M072725	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHQ1	False	True	False	False
SHQ1P1	SHQ1, H/ACA Ribonucleoprotein Assembly Factor Pseudogene 1	Pseudogene		7	GC10M050629	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHQ1P1	True	False	False	False
SHROOM4	Shroom Family Member 4	Protein Coding	Q9ULL8	48	GC0XM050576	4.11939287185669	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHROOM4	True	False	False	False
SHTN1	Shootin 1	Protein Coding	A0MZ66	45	GC10M116903	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHTN1	True	False	False	False
SI	Sucrase-Isomaltase	Protein Coding	P14410	58	GC03M164978	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SI	True	True	False	True
SIAH1	Siah E3 Ubiquitin Protein Ligase 1	Protein Coding	Q8IUQ4	58	GC16M051503	8.29840660095215	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAH1	False	True	False	False
SIAH2	Siah E3 Ubiquitin Protein Ligase 2	Protein Coding	O43255	55	GC03M150741	4.32831430435181	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAH2	False	True	False	False
SIAH3	Siah E3 Ubiquitin Protein Ligase Family Member 3	Protein Coding	Q8IW03	35	GC13M045777	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAH3	False	True	False	False
SIDT2	SID1 Transmembrane Family Member 2	Protein Coding	Q8NBJ9	44	GC11P117178	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIDT2	False	True	False	False
SIGMAR1	Sigma Non-Opioid Intracellular Receptor 1	Protein Coding	Q99720	59	GC09M034634	15.2999315261841	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGMAR1	True	True	False	True
SIK1	Salt Inducible Kinase 1	Protein Coding	P57059	58	GC21M043414	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK1	True	False	False	True
SIL1	SIL1 Nucleotide Exchange Factor	Protein Coding	Q9H173	53	GC05M139013	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIL1	True	True	False	False
SILC1	Sciatic Injury Induced LincRNA Upregulator Of SOX11	RNA Gene		22	GC02P005933	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SILC1	False	False	True	False
SIM1	SIM BHLH Transcription Factor 1	Protein Coding	P81133	52	GC06M108600	8.3863468170166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIM1	True	False	False	True
SIMC1P1	SIMC1 Pseudogene 1	Pseudogene		10	GC05M183524	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIMC1P1	True	False	False	False
SIN3A	SIN3 Transcription Regulator Family Member A	Protein Coding	Q96ST3	60	GC15M075369	0.393139481544495	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIN3A	True	True	False	False
SIN3B	SIN3 Transcription Regulator Family Member B	Protein Coding	O75182	49	GC19P016829	0.98899233341217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIN3B	True	False	False	False
SIPA1L1	Signal Induced Proliferation Associated 1 Like 1	Protein Coding	O43166	50	GC14P071320	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L1	False	True	False	False
SIPA1L2	Signal Induced Proliferation Associated 1 Like 2	Protein Coding	Q9P2F8	48	GC01M232397	4.52603149414063	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L2	True	True	False	False
SIPA1L3	Signal Induced Proliferation Associated 1 Like 3	Protein Coding	O60292	49	GC19P152447	3.07247447967529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L3	True	False	False	False
SIRPB2	Signal Regulatory Protein Beta 2	Protein Coding	Q5JXA9	38	GC20M001470	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRPB2	True	False	False	False
SIRT1	Sirtuin 1	Protein Coding	Q96EB6	62	GC10P067884	6.49579620361328	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1	True	True	False	True
SIRT2	Sirtuin 2	Protein Coding	Q8IXJ6	60	GC19M038878	5.54469776153564	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2	False	True	False	False
SIRT3	Sirtuin 3	Protein Coding	Q9NTG7	60	GC11M000215	4.51033353805542	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3	False	True	False	False
SIRT4	Sirtuin 4	Protein Coding	Q9Y6E7	53	GC12P120291	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT4	True	True	False	True
SIRT5	Sirtuin 5	Protein Coding	Q9NXA8	58	GC06P013574	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT5	False	True	False	True
SIRT6	Sirtuin 6	Protein Coding	Q8N6T7	57	GC19M004174	4.32831430435181	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6	False	True	False	False
SIRT7	Sirtuin 7	Protein Coding	Q9NRC8	56	GC17M081911	3.15902638435364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT7	False	True	False	False
SIT1	Signaling Threshold Regulating Transmembrane Adaptor 1	Protein Coding	Q9Y3P8	46	GC09M035914	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIT1	True	False	False	False
SIX1	SIX Homeobox 1	Protein Coding	Q15475	55	GC14M060643	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1	True	False	False	True
SIX3	SIX Homeobox 3	Protein Coding	O95343	54	GC02P044941	8.97700786590576	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3	True	False	False	False
SIX3-AS1	SIX3 Antisense RNA 1	RNA Gene		16	GC02M044940	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3-AS1	False	True	False	False
SIX5	SIX Homeobox 5	Protein Coding	Q8N196	51	GC19M045764	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX5	True	True	False	False
SKAP2	Src Kinase Associated Phosphoprotein 2	Protein Coding	O75563	49	GC07M026654	0.304524540901184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP2	False	True	False	False
SKI	SKI Proto-Oncogene	Protein Coding	P12755	57	GC01P074968	1.97798466682434	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKI	True	False	False	True
SKIC2	SKI2 Subunit Of Superkiller Complex	Protein Coding	Q15477	54	GC06P190452	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC2	True	True	False	False
SKIC3	SKI3 Subunit Of Superkiller Complex	Protein Coding	Q6PGP7	51	GC05M095461	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC3	False	True	False	False
SKIC8	SKI8 Subunit Of Superkiller Complex	Protein Coding	Q9GZS3	45	GC15M165961	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC8	False	True	False	False
SKINT1L	Skint1 Like (Pseudogene)	Pseudogene		14	GC01M048101	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKINT1L	True	False	False	False
SKOR1	SKI Family Transcriptional Corepressor 1	Protein Coding	P84550	46	GC15P067819	0.832383036613464	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKOR1	False	True	False	False
SKP1	S-Phase Kinase Associated Protein 1	Protein Coding	P63208	56	GC05M134148	5.72192573547363	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1	False	True	False	False
SKP2	S-Phase Kinase Associated Protein 2	Protein Coding	Q13309	58	GC05P036151	0.32991623878479	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP2	False	False	False	True
SLAIN1	SLAIN Motif Family Member 1	Protein Coding	Q8ND83	45	GC13P077697	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAIN1	False	True	False	False
SLC11A1	Solute Carrier Family 11 Member 1	Protein Coding	P49279	59	GC02P218382	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1	False	True	False	False
SLC11A2	Solute Carrier Family 11 Member 2	Protein Coding	P49281	61	GC12M050952	5.68157863616943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A2	True	True	False	True
SLC12A2	Solute Carrier Family 12 Member 2	Protein Coding	P55011	62	GC05P128083	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2	True	True	False	True
SLC12A5	Solute Carrier Family 12 Member 5	Protein Coding	Q9H2X9	61	GC20P046021	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5	True	True	False	True
